assemblyA	assemblyB	depth_per_hap	n_placed	n_unplaced	self_cov_A_pct	self_cov_B_pct	het_frac	n_sites	pair_acc	hap_acc	homo_pred
C009-T009	C011-T007	250000	330142	21885	76.90887944983818	74.50792627427184	1.0	316416	0.9816538986650486	0.98705975677589	0.002360816140776699
C009-T009	C027-T007	250000	330869	22018	76.83499243951613	74.99180947580645	1.0	317440	0.9893176663306451	0.9934491557459677	0.0014963457661290322
C009-T009	C050-T007	250000	332908	21507	76.43658309887459	74.71331139469454	1.0	318464	0.9888715836012861	0.9943148990152733	0.0012214881430868167
C076-T198	C081-T199	250000	351785	24127	82.36961649850522	82.19006913303438	1.0	342528	0.9949142843796711	0.9972381819880418	0.004043465059790733
